Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance
18,KC0CVU,927.85,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,Teller | OPEN | On-Air | CMRG | CCARC | 2017-03-09,6.5
19,KC0CVU,446.9125,-,5,,88.5,88.5,23,23,NN,DIG,5,"El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group (CMRG) | 2012-10-17
    Please help us confirm this repeater!",6.5
20,N0SZ,445.0625,-,5,,88.5,88.5,23,23,NN,DIG,5,El Paso | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,6.5
21,KB0VJJ,145.13,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,El Paso | OPEN | On-Air | Colorado Connection | CCARC | 2016-04-03,6.5
22,KC0CVU,145.375,-,0.6,,88.5,88.5,23,23,NN,DIG,5,El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group (CMRG) | CCARC | 2017-03-09,6.6
23,KC0CVU,146.76,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group | CCARC | 2018-01-15,7.4
24,KC0CVU,448,-,5,Tone,107.2,88.5,23,23,NN,FM,5,El Paso | OPEN | On-Air | CCARC | 2018-01-15,7.4
25,KC0CVU,448.1,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | CCARC | 2018-01-15,7.4
26,KC0CVU,147.345,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | CCARC | 2018-01-15,7.4
27,W0CRA,145.16,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | Colorado Repeater Association | CCARC | 2017-11-13,7.4
28,WA6IFI,927.725,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,Teller | OPEN | On-Air | WA6IFI | CCARC | 2017-03-11,10.2
29,KB0SRJ,448.8,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | Off-Air | Pikes Peak FM Assoc | CCARC | 2016-11-23,10.2
30,KB0SRJ,145.265,-,0.6,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | Off-Air | Pikes Peak FM Association | CCARC | 2016-11-23,10.2
31,AA0SP,147.18,+,0.6,Tone,100,88.5,23,23,NN,FM,5,El Paso | PRIVATE | On-Air | AA0SP | CCARC | 2017-03-09,10.2
32,K7PFJ,446.95,-,5,,88.5,88.5,23,23,NN,DIG,5,Teller | OPEN | On-Air | Rocky Mountain Ham Radio | 2017-03-11,10.2
33,KB0SRJ,146.97,-,0.6,TSQL,100,123,23,23,NN,FM,5,El Paso | OPEN | On-Air | Pikes Peak FM Assoc | CCARC | 2017-08-28,11.9
34,KB0SRJ,448.45,-,5,Tone,100,88.5,23,23,NN,FM,5,"El Paso | OPEN | On-Air | Pikes Pk FM Assoc | CCARC | 2015-03-14
    Please help us confirm this repeater!",11.9
35,,447.2,-,5,,88.5,88.5,23,23,NN,FM,5,El Paso | OPEN | Testing | GGARC | 2015-11-11,13.3
36,KA0WUC,145.415,-,0.6,Tone,179.9,88.5,23,23,NN,FM,5,"Teller | OPEN | MARC | CCARC | 2012-11-12
    Please help us confirm this repeater!",16.8
37,KA4EPS,449.325,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Teller | OPEN | On-Air | KA4EPS | CCARC | 2015-06-29,16.8
38,NX0G,146.82,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC | CCARC | 2016-11-17,16.8
39,KA0WUC,449.025,-,5,Tone,141.3,88.5,23,23,NN,FM,5,"Teller | OPEN | Mountain Amateur Radio Club (MARC) | CCARC | 2012-11-10
    Please help us confirm this repeater!",16.8
40,KA0WUC,447.675,-,5,TSQL,179.9,179.9,23,23,NN,FM,5,"Teller | OPEN | On-Air | Mountain Amateur Radio Club (MARC) | CCARC | 2014-05-22
    Please help us confirm this repeater!",16.8
41,NX0G,448.65,-,5,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC (MARC) | CCARC | 2016-11-17,16.8
42,KA0WUC,927.9,-,25,DTCS,88.5,88.5,205,205,NN,FM,5,"Teller | OPEN | On-Air | MARC | CCARC | 2012-11-10
    Please help us confirm this repeater!",16.8
43,K0NR,447.725,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | On-Air | K0NR | CCARC | 2016-12-10,18
44,KD0MDP,447.625,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | On-Air | KD0MDP | 2015-06-02,18.5
45,WB0WDF,447.4,-,5,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | On-Air | WB0WDF | CCARC | 2012-06-15
    Please help us confirm this repeater!",20.1
46,NX0G,147.015,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC | CCARC | 2016-11-17,20.1
47,WB0WDF,145.46,-,0.6,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | On-Air | WB0WDF | CCARC | 2012-06-15
    Please help us confirm this repeater!",20.1
48,WB0WDF,224.94,-,1.6,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | Testing | CCARC | 2012-06-18
    Please help us confirm this repeater!",20.1
49,WB0WDF,1287.7,-,20,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | Testing | WB0WDF | CCARC | 2012-06-18
    Please help us confirm this repeater!",20.1
50,N0XLF,145.19,-,0.6,TSQL,131.8,131.8,23,23,NN,FM,5,Douglas | OPEN | On-Air | N0OBA Owner | 2018-02-18,21.6
51,W0CRA,448.425,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | Colorado Repeater Association (CRA) | 2017-11-14,26.2
52,K0JSC,449.975,-,5,TSQL,100,100,23,23,NN,FM,5,Douglas | OPEN | On-Air | K0JSC | CCARC | 2017-04-21,26.2
53,W0CRA,147.225,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,26.2
54,N0SZ,446.875,-,5,,88.5,88.5,23,23,NN,DIG,5,Douglas | OPEN | On-Air | W0VG | CCARC | 2018-01-27,28.7
55,,449.7,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Park | OPEN | CMRG | CCARC | 2012-11-12
    Please help us confirm this repeater!",30.5
56,ND0Q,146.79,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | On-Air | Pueblo HC | CCARC | 2015-04-15
    Please help us confirm this repeater!",33.7
57,N0ESQ,447.525,-,5,TSQL,146.2,146.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | EmComm Colorado | CCARC | 2015-06-17,33.7
58,N0ESQ,446.925,-,5,,88.5,88.5,23,23,NN,DIG,5,"Douglas | OPEN | On-Air | CCARC | 2012-06-14
    Please help us confirm this repeater!",33.7
59,ND0Q,447.95,-,5,Tone,88.5,88.5,23,23,NN,FM,5,Pueblo | OPEN | On-Air | Pueblo Ham Club | CCARC | 2015-08-06,33.7
60,ND0Q,224.26,-,1.6,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | Pueblo Ham Club | CCARC | 2013-05-07
    Please help us confirm this repeater!",33.7
61,WB0WDF,449,-,5,TSQL,67,67,23,23,NN,FM,5,"Fremont | OPEN | On-Air | WB0WDF | CCARC | 2012-06-14
    Please help us confirm this repeater!",35
62,K0JSC,447.975,-,5,TSQL,100,100,23,23,NN,FM,5,Fremont | OPEN | On-Air | K0JSC | CCARC | 2017-03-11,35.6
63,KB0TUC,927.7,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,Fremont | OPEN | On-Air | Royal Gorge ARC | CCARC | 2017-03-11,36.3
64,WD0EKR,223.96,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,Fremont | OPEN | On-Air | RGARC | CCARC | 2017-10-04,36.4
65,K0JSC,447.25,-,5,TSQL,100,100,23,23,NN,FM,5,"Fremont | OPEN | On-Air | CCARC | 2013-01-27
    Please help us confirm this repeater!",36.4
66,K0JSC,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,Fremont | OPEN | On-Air | CCARC | 2017-03-11,36.4
67,WD0EKR,447.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Fremont | OPEN | On-Air | RGARC | CCARC | 2017-03-11,36.4
68,WD0EKR,145.49,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Fremont | OPEN | On-Air | Royal Gorge Amateur Radio Club | CCARC | 2017-03-11,36.4
69,WB0WDF,53.03,-,1.7,TSQL,88.5,88.5,23,23,NN,FM,5,"Fremont | OPEN | On-Air | WB0WDF | CCARC | 2012-07-10
    Please help us confirm this repeater!",36.4
70,K0JSC,448.975,-,5,TSQL,100,100,23,23,NN,FM,5,Pueblo | OPEN | On-Air | CCARC | 2017-03-11,37
71,NE0Z,147,+,0.6,,88.5,88.5,23,23,NN,FM,5,"Pueblo | PRIVATE | On-Air | Carl Higbee | CCARC | 2014-02-26
    Please help us confirm this repeater!",38
72,K0PRA,446.85,-,5,,88.5,88.5,23,23,NN,DIG,5,Douglas | OPEN | On-Air | Parker Radio Association | CCARC | 2018-03-18,39.5
73,NX0G,146.685,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Park | OPEN | On-Air | Mountain ARC (MARC) | CCARC | 2016-11-17,40
74,KC0CVU,147.36,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Park | OPEN | On-Air | CCARC | 2018-01-15,40
75,KF0KR,447.7,-,5,TSQL,210.7,210.7,23,23,NN,DIG,5,Pueblo | PRIVATE | Off-Air | CCARC | 2017-01-02,41.7
76,ND0Q,146.88,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,Pueblo | OPEN | On-Air | Pueblo HC | CCARC | 2017-10-24,41.7
77,ND0Q,145.115,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | Pueblo Ham Club | CCARC | 2012-11-12
    Please help us confirm this repeater!",41.7
78,K0ST,146.655,-,0.6,Tone,123,88.5,23,23,NN,FM,5,"Pueblo | OPEN | On-Air | K0ST | CCARC | 2013-05-07
    Please help us confirm this repeater!",41.7
79,N0PWZ,449.725,-,5,Tone,100,88.5,23,23,NN,FM,5,"El Paso | OPEN | On-Air | N0PWZ | CCARC | 2012-11-10
    Please help us confirm this repeater!",41.7
80,K0JSC,447.275,-,5,TSQL,100,100,23,23,NN,FM,5,Pueblo | OPEN | On-Air | CCARC | 2017-01-06,43.2
81,K0JSC,446.9875,-,5,,88.5,88.5,23,23,NN,DIG,5,Pueblo | OPEN | Off-Air | CCARC | 2017-01-02,43.2
82,KJ0T,147.24,+,0.6,Tone,103.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | TARA | CCARC | 2012-06-13
    Please help us confirm this repeater!",43.2
83,W9SL,449.95,-,5,TSQL,77,77,23,23,NN,FM,5,Douglas | OPEN | On-Air | W9SL Owner | CCARC | 2017-01-22,44.3
84,N0ESQ,447.525,-,5,TSQL,203.5,146.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | EmComm Colorado | CCARC | 2017-03-11,45.6
85,WA0DE,147.105,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Elbert | OPEN | On-Air | ARES of Douglas and Elbert Counties | CCARC | 2017-07-19,47.7
86,N0OWY,447.5,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2014-04-28
    Please help us confirm this repeater!",48.4
87,WB0TUB,146.88,-,0.6,Tone,100,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2014-03-04
    Please help us confirm this repeater!",49.1
88,WB0TUB,449.6,-,5,Tone,100,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2014-03-04
    Please help us confirm this repeater!",49.1
89,WQ8M,448.7,-,5,Tone,146.2,88.5,23,23,NN,FM,5,Douglas | OPEN | On-Air | 2016-11-25,50.1
90,KI0HC,927.8375,-,25.8,,88.5,88.5,23,23,NN,FM,5,Douglas | OPEN | On-Air | CCARC | 2018-02-21,50.6
91,AB0BX,447.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Douglas | OPEN | Off-Air | CCARC | 2016-11-26,50.8
92,AB0PC,146.895,-,0.6,TSQL,100,100,23,23,NN,FM,5,Park | OPEN | On-Air | AB0RR | CCARC | 2017-07-05,52.7
93,KB0UDD,145.4,-,0.8,Tone,100,88.5,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2015-07-30,53.6
94,W0CRA,447.15,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,54.1
95,W0CRA,224.98,-,1.6,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association | CCARC | 2017-03-11,54.1
96,W0CRA,1287.9,-,20,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,54.1
97,K0PWO,449.425,-,5,DTCS,88.5,88.5,23,23,NN,FM,5,Arapahoe | OPEN | Off-Air | K0PWO | 2017-05-28,54.5
98,N0ARA,147.12,+,0.6,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2016-01-17,55
99,N0OBA,145.19,-,0.6,TSQL,151.4,131.8,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | N0OBA | 2018-02-01,55
100,W0CRA,53.05,-,1.7,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,55.4
101,KC0CVU,449.625,-,5,Tone,107.2,88.5,23,23,NN,FM,5,Custer | OPEN | On-Air | CCARC | 2018-01-15,58.2
102,ND0Q,447.175,-,5,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | Pueblo HC | CCARC | 2015-04-15
    Please help us confirm this repeater!",58.2
103,N0SZ,446.7625,-,5,,88.5,88.5,23,23,NN,DIG,5,Park | OPEN | On-Air | K7PFJ | 2017-03-11,58.2
104,ND0Q,224.32,-,1.6,Tone,88.5,88.5,23,23,NN,FM,5,Custer | OPEN | Off-Air | Pueblo Ham Club | CCARC | 2016-07-14,58.2
105,KB0TUC,927.775,-,25,DTCS,88.5,88.5,116,116,NN,FM,5,"Custer | OPEN | On-Air | Royal Gorge Amateur Radio Club | CCARC | 2012-06-14
    Please help us confirm this repeater!",59.5
106,KB0TUC,147.06,+,0.6,TSQL,77,77,23,23,NN,FM,5,"Custer | OPEN | On-Air | http://www.qsl.net/rghc | CCARC | 2012-06-14
    Please help us confirm this repeater!",59.5
107,KB0TUC,448.15,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Custer | OPEN | On-Air | Royal George ARC | CCARC | 2017-03-11,59.5
108,WR0AEN,449.15,-,5,,88.5,88.5,23,23,NN,DIG,5,"Arapahoe | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-12
    Please help us confirm this repeater!",59.6
109,K0JSC,448.325,-,5,TSQL,100,100,23,23,NN,FM,5,Custer | OPEN | On-Air | 2017-01-06,59.6
110,ND0Q,919.1,-,25,Tone,88.5,88.5,23,23,NN,FM,5,Pueblo | OPEN | Off-Air | Pueblo HC | CCARC | 2016-07-14,59.6
111,WZ0N,448.575,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Park | OPEN | Off-Air | CCARC | 2017-11-22,59.9
112,N1FSX,449.9,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Lincoln | OPEN | On-Air | CCARC | 2012-07-20
    Please help us confirm this repeater!",60.4
113,W0TX,224.38,-,1.6,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,61.1
114,W0TX,449.775,-,5,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2015-06-02,61.1
115,W0TX,147.33,+,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-31,61.1
116,KE4GUQ,145.34,-,0.6,TSQL,103.5,127.3,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,61.3
117,N0SZ,145.175,-,0.6,DTCS,88.5,88.5,73,73,NN,DIG,5,Clear Creek | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-10-07,61.3
118,N6LXX,53.17,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N6LXX | CCARC | 2017-03-09,61.8
119,N6LXX,447.875,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N6LXX | CCARC | 2017-03-09,61.8
120,WN7ANT,448.825,-,5,,88.5,88.5,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | 2017-12-13,61.9
121,W0BG,448.275,-,5,Tone,156.7,88.5,23,23,NN,FM,5,"Arapahoe | OPEN | On-Air | W0BG | CCARC | 2013-01-05
    Please help us confirm this repeater!",61.9
122,KB0UDD,448.5,-,5,Tone,100,88.5,23,23,NN,FM,5,Denver | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2017-03-11,61.9
123,N0ZUQ,448.4,-,5,Tone,94.8,88.5,23,23,NN,FM,5,"Arapahoe | OPEN | On-Air | CCARC | 2012-11-12
    Please help us confirm this repeater!",61.9
124,N0ELY,448.75,-,5,TSQL,100,100,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | CCARC | 2012-11-16
    Please help us confirm this repeater!",62.3
125,W0TX,53.09,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,62.9
126,WB0TPT,447.9,-,5,,88.5,88.5,23,23,NN,FM,5,Denver | OPEN | Off-Air | WB0TPT | CCARC | 2017-03-11,63.1
127,WR0AEN,449.65,-,5,,88.5,88.5,23,23,NN,DIG,5,"Denver | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-16
    Please help us confirm this repeater!",63.1
128,WR0AEN,449.675,-,5,,88.5,88.5,23,23,NN,DIG,5,"Denver | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-16
    Please help us confirm this repeater!",63.1
129,K0FEZ,447.925,-,5,TSQL,100,100,23,23,NN,FM,5,"Denver | OPEN | On-Air | RADOPS El Jebel Shriners | CCARC | 2014-07-03
    Please help us confirm this repeater!",63.1
130,W0TX,447.825,-,5,DTCS,88.5,88.5,73,73,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,63.2
131,N0JXN,146.715,-,0.6,TSQL,123,123,23,23,NN,FM,5,Denver | OPEN | On-Air | EARS | CCARC | 2017-04-09,63.2
132,W0KIZ,448.55,-,5,Tone,82.5,88.5,23,23,NN,FM,5,Denver | OPEN | Off-Air | HPRA | CCARC | 2017-03-11,63.2
133,N5EHP,448.075,-,5,Tone,123,88.5,23,23,NN,FM,5,Denver | OPEN | On-Air | W0IG | CCARC | 2017-03-11,63.2
134,KE0SJ,145.475,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Intermountain Repeater Group | CCARC | 2015-05-22,63.2
135,W0JRL,447.175,-,5,TSQL,100,100,23,23,NN,FM,5,Denver | OPEN | On-Air | W0JRL | CCARC | 2015-05-15,64.3
136,KD0SSP,147.21,+,0.6,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Water Amateur Radio Club | 2017-05-08,65.4
137,WA2YZT,446.8375,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | WA2YZT | CCARC | 2017-02-23,65.7
138,W0CDS,1283.9625,-,20,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2014-01-03
    Please help us confirm this repeater!",65.7
139,W0CDS,145.25,-,0.6,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2014-01-03
    Please help us confirm this repeater!",65.7
140,W0CDS,446.9625,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2017-03-11,65.7
141,W0CDS,1299.9,,0,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | 2014-01-03
    Please help us confirm this repeater!",65.7
142,N0SZ,145.37,-,0.6,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,65.8
143,W0KU,449.625,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,66
144,K0UPS,449.25,-,5,TSQL,123,123,23,23,NN,FM,5,"Elbert | OPEN | On-Air | K0UPS Club c/o N1UPS | CCARC | 2014-09-02
    Please help us confirm this repeater!",66.1
145,K0GUR,448.15,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Denver | OPEN | On-Air | K0GUR | CCARC | 2017-01-13,66.6
146,KD0QPG,446.975,-,5,,88.5,88.5,23,23,NN,DIG,5,"Chaffee | OPEN | On-Air | Crestone Amateur Radio Emergency Services | CCARC | 2013-07-06
    Please help us confirm this repeater!",66.8
147,N0SZ,446.8125,-,5,,88.5,88.5,23,23,NN,DIG,5,"Chaffee | OPEN | On-Air | RMHAM | 2015-01-13
    Please help us confirm this repeater!",66.8
148,N0PYY,448.125,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver PD EEB | CCARC | 2014-04-28
    Please help us confirm this repeater!",67.2
149,W0GV,448.975,-,5,Tone,123,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | FRG | CCARC | 2016-08-12,67.2
150,N0PYY,927.7875,-,25,Tone,156.7,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N0PYY | 2017-12-24,67.2
151,WR0AEN,449,-,5,TSQL,136.5,136.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | CARN | CCARC | 2017-03-11,67.9
152,W0CFI,448.675,-,5,TSQL,100,100,23,23,NN,FM,5,"Denver | OPEN | On-Air | W0CFI | CCARC | 2015-04-03
    Please help us confirm this repeater!",68.3
153,N0PYY,147.3,+,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver PD EEB | CCARC | 2017-03-11,68.3
154,W0CRA,447.575,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,68.6
155,N0SZ,446.9375,-,5,,88.5,88.5,23,23,NN,DIG,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-01-13,68.6
156,W0CRA,145.145,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Assoc | CCARC | 2017-10-10,68.6
157,W0TX,145.49,-,0.6,TSQL,100,100,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | KB0VIU, Denver Radio Club | CCARC | 2017-03-11",68.6
158,K1DUN,449.45,-,5,TSQL,103.5,127.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Radio League | CCARC | 2016-12-23,68.6
159,N0SZ,448.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2016-05-24,68.6
160,KB0UDD,146.67,-,0.6,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2016-09-08,68.6
161,W0WYX,146.94,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2017-03-11,68.6
162,W0TX,449.35,-,5,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,68.6
