Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
28,REPT20,462.675000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
29,REPT21,462.700000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
30,REPT22,462.725000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
31,Lookout,462.675000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
32,Lee 725,462.725000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
33,Metro 6,462.600000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
34,Smelter,462.550000,,0.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
35,Hesperu,462.550000,,0.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
36,Metro 7,462.700000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
37,Hvotrub,462.550000,,0.000000,Cross,88.5,88.5,023,NN,FM,5.00,,,,,,
38,Parker,462.725000,,0.000000,DTCS,88.5,88.5,654,NN,FM,5.00,,,,,,
39,Salida,462.625000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
40,WCG1-55,462.550000,,0.000000,Tone,127.3,88.5,023,NN,FM,5.00,,,,,,
41,N0ISV-G,462.700000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
42,Vilas67,462.675000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
43,Springf,462.575000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
44,TwoButt,462.625000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
45,MtCarme,462.600000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
46,Campo65,462.650000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
47,TatorBu,462.550000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
48,Lamar67,462.675000,,0.000000,Tone,141.3,88.5,023,NN,FM,5.00,,,,,,
49,Walsh55,462.550000,,0.000000,Tone,156.7,88.5,023,NN,FM,5.00,,,,,,
50,,462.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
51,Alvinsm,462.600000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
52,MancosC,462.550000,,0.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
53,Eagle P,462.550000,,0.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
54,Spring,462.550000,,0.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
55,WQRJ499,462.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
56,WQOR693,462.625000,,0.000000,Tone,127.3,88.5,023,NN,FM,5.00,,,,,,
57,WQCM722,462.550000,,0.000000,Tone,107.2,88.5,023,NN,FM,5.00,,,,,,
58,GSHARP7,462.725000,,0.000000,Tone,151.4,88.5,023,NN,FM,5.00,,,,,,
59,Storm 6,462.675000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
