Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Last update,Uplink Tone,On-air,Affiliate,Features,Coordination,Links,EchoLink,IRLP,Notes,Web links,Location Photo,Grid,Commands,Downlink Tone,Nets,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,English,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 310,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Europe,DCI Bridge,Local,Colorado,Southern Colorado,WIRES-X,Southwest USA,Denver Regional,Northern Colorado,Wyoming,WyLOCAL
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,string,84.8,N,string,145.49,144.89,undefined,undefined,undefined,Duchesne,On-Air,"Duchesne, UT area.",undefined,string,136.5,undefined,Sinbad Desert ARC (SDARC),E-power.,UVHFS,undefined,undefined,undefined,5,http://sdarc.us/repeaters/flat-top.html,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,string,85.3,W,string,449.25,444.25,undefined,undefined,undefined,Sevier,undefined,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",undefined,string,131.8,Unknown,undefined,undefined,UVHFS,undefined,undefined,undefined,undefined,http://www.sanpeteso.org/skyline/skyline_files/frame.html,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,string,85.7,ESE,string,147.355,146.755,undefined,undefined,undefined,Mesa,On-Air,undefined,Colorado Connection,string,88.5,undefined,undefined,undefined,CCARC,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,string,86.5,ESE,string,447.5,442.5,undefined,undefined,undefined,Mesa,undefined,undefined,KC0ARV,string,114.8,Unknown,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.105,0.6,string,K0SSI,Grand Junction,CO,OPEN,string,86.5,ESE,string,147.105,147.705,undefined,undefined,undefined,Mesa,On-Air,undefined,K0SSI,string,string,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,string,86.5,ESE,string,145.22,144.62,undefined,undefined,undefined,Mesa,undefined,undefined,KE0TY,string,107.2,Unknown,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,string,86.5,ESE,string,147.39,147.99,undefined,undefined,undefined,Mesa,undefined,undefined,KE0TY,string,107.2,Unknown,undefined,Linked.,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,86.5,ESE,string,146.82,146.22,undefined,undefined,undefined,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,undefined,string,107.2,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,28515,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.775,-5,string,KD0RED,Grand Junction,CO,OPEN,string,86.5,ESE,string,446.775,441.775,string,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Mesa,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,86.5,ESE,string,449.775,444.775,undefined,undefined,undefined,Mesa,On-Air,undefined,undefined,string,173.8,undefined,undefined,undefined,CCARC,undefined,7572,7573,undefined,undefined,undefined,undefined,undefined,88.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,86.5,SE,string,449.4,444.4,undefined,undefined,undefined,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",string,131.8,undefined,undefined,E-power.,CCARC,Full-time to the  GMRA Open System .,undefined,3710,Closed IRLP out - Ask for a control op,http://www.gmra.org,undefined,undefined,undefined,131.8,RACES Wed 1930 Hrs,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449,-5,string,KB0SW,Grand Junction,CO,CLOSED,string,86.5,ESE,string,449,444,undefined,undefined,undefined,Mesa,On-Air,undefined,KB0SW,string,string,undefined,Grand Mesa Repeater Assoc,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,87.3,NNE,string,449.9,444.9,undefined,undefined,undefined,Uintah,undefined,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,string,136.5,Unknown,undefined,undefined,undefined,undefined,undefined,7705,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,88.3,ESE,string,145.175,144.575,undefined,undefined,undefined,Mesa,On-Air,Greater grand Junction area.,undefined,string,107.2,undefined,undefined,"E-power,",CCARC,undefined,undefined,3161,undefined,undefined,undefined,undefined,Standard IRLP node commands.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,88.4,SSE,string,146.61,146.01,undefined,undefined,undefined,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,string,88.5,undefined,undefined,Remote base.,UVHFS,undefined,64264,3270,11.36,http://www.sdarc.us/repeaters/abajo.html,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.4,-5,string,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,string,88.4,SSE,string,447.4,442.4,undefined,undefined,undefined,San Juan,undefined,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",undefined,string,string,Unknown,Cactus-Intertie,11,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,string,88.4,SSE,string,447.1,442.1,undefined,undefined,undefined,San Juan,On-Air,Wide area.,Grand Mesa Repeater Association (GMRA),string,107.2,undefined,undefined,E-power.,UVHFS,Full-time to the  GMRA Open System .,undefined,undefined,11,http://gmra.org,undefined,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
223.94,-1.6,string,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,string,88.4,SSE,string,223.94,222.34,undefined,undefined,undefined,San Juan,undefined,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,string,string,Unknown,undefined,11,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,89,W,string,146.72,146.12,undefined,undefined,undefined,San Pete,On-Air,undefined,Skyline,string,100,undefined,Skyline Repeater System,7,UVHFS,undefined,undefined,3576,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,89.2,WNW,string,448.275,443.275,undefined,undefined,undefined,San Pete,On-Air,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Sanpete Co SO,string,107.2,undefined,undefined,Autopatch.,UVHFS,undefined,undefined,3576,undefined,http://www.sanpeteso.org/skyline/skyline_files/frame.html,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,89.6,ESE,string,448.15,443.15,undefined,undefined,undefined,Mesa,On-Air,undefined,undefined,string,100,undefined,undefined,undefined,CCARC,undefined,312189,7963,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,string,89.6,W,string,447.35,442.35,undefined,undefined,undefined,San Pete,undefined,undefined,undefined,string,88.5,Unknown,undefined,undefined,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
