Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Downlink Tone,Nets,Notes,D-STAR Enabled,Node,Sources,On-air,Affiliate,IRLP,Links,EchoLink,Location Photo,Grid,Commands,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,English,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 310,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
448.025,-5,100,KB7M,Payson,UT,OPEN,I,127.5,NW,string,448.025,443.025,100,Utah,On-Air,Utah County from Alpine to Payson.,undefined,Remote base.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,4482,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,string,131.5,NW,string,449.825,444.825,167.9,Utah,Off-Air,Utah County from Alpine to Payson.,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.425,-5,string,N7EVC,Provo,UT,OPEN,string,132.5,NW,string,447.425,442.425,string,Utah,Off-Air,Utah County from Alpine to Payson.,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,132.8,NW,string,449.075,444.075,167.9,Utah,On-Air,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC",4,BYU Repeaters,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,96806,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,132.8,NW,string,145.33,144.73,100,Utah,On-Air,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC","Closed autopatch, linked.",BYU Repeaters,UVHFS,string,undefined,BYU ARC: Thu at 21:00.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,96806,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,string,133.5,NW,string,449.85,444.85,146.2,Utah,On-Air,undefined,Utah Valley Regional Medical Center,4,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.22,0.6,string,WA7YZR,"Provo, Edgemont SC",UT,OPEN,string,135,NW,string,147.22,147.82,string,Utah,Off-Air,Utah County from Alpine to Payson.,"KR7D, ARC of Utah Valley",4,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        145.25000 (K7UVA) at Provo, Sundance, UT .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,string,136.9,NW,string,145.25,144.65,100,Utah,On-Air,Utah County from Alpine to Payson and Heber,Utah Valley Amateur Radio Club,undefined,https://uvarc.club/,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Utah Valley Amateur Radio Club,undefined,"Full-time to  
        147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,137.1,NW,string,145.47,144.87,100,Utah,undefined,Utah County from Alpine to Payson.,Explorer Post 1973,Autopatch.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,46049,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,string,137.8,NW,string,224.88,223.28,156.7,Utah,On-Air,Wasatch Front from Payson to Tremonton.,Utah High Desert ARC,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,string,137.9,NW,string,447.6,442.6,162.2,Utah,On-Air,undefined,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,string,138.4,NW,string,447.275,442.275,100,Utah,Off-Air,Wasatch Front from Payson to Tremonton.,Utah Co ARES,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.775,-5,string,K8BKT,Pleasant Grove,UT,OPEN,string,141.7,NW,string,449.775,444.775,string,Utah,On-Air,undefined,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,string,141.7,NW,string,223.88,222.28,156.7,Utah,undefined,undefined,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.975,-5,string,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,string,144.5,NW,string,447.975,442.975,undefined,Utah,On-Air,20,undefined,undefined,https://nt3st.zzt.net,UVHFS,string,undefined,undefined,undefined,string,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
